NAME,AC_NAME,CD_BLOCK,C11_CODE,T_Househol,T_Popu,M_Popu,F_Popu,T_0_6_Yrs,M_0_6_Yrs,F_0_6_Yrs,T_SC_Popu,M_SC_Popu,F_SC_Popu,T_ST_Popu,M_ST_Popu,F_ST_Popu,T_Literate,M_Literate,F_Literate,T_Illitera,M_Illitera,F_Illitera,T_Workers,M_Workers,F_Workers,T_Mn_Wkers,M_Mn_Wkers,F_Mn_Wkers,T_Mn_Culti,M_Mn_Culti,F_Mn_Culti,T_Mn_Agr_L,M_Mn_Agr_L,F_Mn_Agr_L,T_Mn_HH_IW,M_Mn_HH_IW,F_Mn_HH_IW,T_Mn_OWker,M_Mn_OWker,F_Mn_OWker,T_Mg_Wkers,M_Mg_Wkers,F_Mg_Wkers,T_Mg_Culti,M_Mg_Culti,F_Mg_Culti,T_Mg_A_Lab,M_Mg_A_Lab,F_Mg_A_Lab,T_Mg_HH_IW,M_Mg_HH_IW,F_Mg_HH_IW,T_Mg_O_W,M_Mg_O_W,F_Mg_O_W,T_Mg_W_3_6,M_Mg_W_3_6,F_Mg_W_3_6,T_Mg_C_3_6,M_Mg_C_3_6,F_Mg_C_3_6,T_Mg_AL3_6,M_Mg_AL3_6,F_Mg_AL3_6,T_Mg_HIW36,M_Mg_HIW36,F_Mg_HIW36,T_Mg_OW3_6,M_Mg_OW3_6,F_Mg_OW3_6,T_Mg_W_0_3,M_Mg_W_0_3,F_Mg_W_0_3,T_Mg_C_0_3,M_Mg_C_0_3,F_Mg_C_0_3,T_Mg_AL0_3,M_Mg_AL0_3,F_Mg_AL0_3,T_Mg_HIW03,M_Mg_HIW03,F_Mg_HIW03,T_Mg_OW0_3,M_Mg_OW0_3,F_Mg_OW0_3,T_NWkers_P,M_NWkers_P,F_NWkers_P
Umniang,Mawsynram,Mawsynram,278674,22,117,56,61,23,12,11,0,0,0,117,56,61,81,39,42,36,17,19,52,30,22,52,30,22,43,26,17,0,0,0,1,0,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,26,39
Ryngkuskong,Mawsynram,Mawsynram,278675,41,180,91,89,37,16,21,0,0,0,180,91,89,103,57,46,77,34,43,89,44,45,86,43,43,83,42,41,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,44
Ri-Massar,Pynursla,Pynursla,279014,50,265,132,133,55,33,22,0,0,0,265,132,133,193,93,100,72,39,33,101,66,35,97,64,33,0,0,0,0,0,0,0,0,0,97,64,33,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,164,66,98
Pathar,Mawsynram,Mawsynram,278751,37,197,98,99,54,26,28,0,0,0,197,98,99,105,62,43,92,36,56,94,46,48,42,37,5,7,7,0,13,9,4,0,0,0,22,21,1,52,9,43,3,0,3,32,3,29,1,0,1,16,6,10,52,9,43,3,0,3,32,3,29,1,0,1,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,52,51
Nongtyngur,Pynursla,Pynursla,279024,275,1617,811,806,317,152,165,2,2,0,1604,802,802,1091,562,529,526,249,277,599,371,228,416,277,139,38,24,14,164,110,54,0,0,0,214,143,71,183,94,89,43,22,21,1,0,1,0,0,0,139,72,67,160,85,75,36,22,14,1,0,1,0,0,0,123,63,60,23,9,9,7,0,7,0,0,0,0,0,0,16,9,7,1018,440,578
Kalasandia,Mawsynram,Mawsynram,278692,27,152,80,72,38,19,19,0,0,0,151,80,71,4,3,1,148,77,71,67,36,31,64,35,29,0,0,0,3,3,0,25,0,25,36,32,4,3,1,2,0,0,0,1,1,0,2,0,2,0,0,0,3,1,2,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,44,41
Ri Mylliem,Pynursla,Pynursla,279021,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dobakhal,Mawsynram,Mawsynram,278710,26,128,61,67,23,9,14,0,0,0,83,39,44,61,36,25,67,25,42,38,32,6,29,27,2,2,2,0,11,11,0,0,0,0,16,14,2,9,5,4,0,0,0,8,4,4,0,0,0,1,1,0,5,4,1,0,0,0,4,3,1,0,0,0,1,1,0,4,1,1,0,0,0,4,1,3,0,0,0,0,0,0,90,29,61
Nongshken,Pynursla,Pynursla,279005,331,1781,858,923,259,117,142,0,0,0,1772,854,918,1361,667,694,420,191,229,743,456,287,672,423,249,0,0,0,1,0,1,9,1,8,662,422,240,71,33,38,1,1,0,1,1,0,0,0,0,69,31,38,37,21,16,1,1,0,0,0,0,0,0,0,36,20,16,34,12,12,0,0,0,1,1,0,0,0,0,33,11,22,1038,402,636
Katradua,Mawsynram,Mawsynram,278700,19,101,52,49,29,11,18,0,0,0,101,52,49,2,2,0,99,50,49,52,29,23,17,17,0,0,0,0,0,0,0,0,0,0,17,17,0,35,12,23,1,1,0,0,0,0,1,0,1,33,11,22,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,31,8,8,1,1,0,0,0,0,1,0,1,29,7,22,49,23,26
Pyndengdakni,Mawsynram,Mawsynram,278719,32,189,89,100,55,30,25,0,0,0,183,86,97,103,49,54,86,40,46,57,35,22,27,13,14,0,0,0,0,0,0,0,0,0,27,13,14,30,22,8,4,4,0,0,0,0,0,0,0,26,18,8,18,14,4,4,4,0,0,0,0,0,0,0,14,10,4,12,8,8,0,0,0,0,0,0,0,0,0,12,8,4,132,54,78
Lyngkhong,Pynursla,Pynursla,279044,14,56,28,28,13,7,6,0,0,0,56,28,28,16,8,8,40,20,20,15,9,6,3,1,2,1,0,1,1,1,0,0,0,0,1,0,1,12,8,4,0,0,0,11,8,3,0,0,0,1,0,1,12,8,4,0,0,0,11,8,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,22
Katrang,Mawsynram,Mawsynram,278757,16,87,46,41,20,13,7,0,0,0,81,44,37,46,25,21,41,21,20,48,25,23,26,20,6,5,5,0,6,3,3,0,0,0,15,12,3,22,5,17,5,0,5,2,0,2,0,0,0,15,5,10,21,5,16,5,0,5,2,0,2,0,0,0,14,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,39,21,18
Kendapara,Mawsynram,Mawsynram,278721,22,95,44,51,20,9,11,0,0,0,95,44,51,34,19,15,61,25,36,40,26,14,24,14,10,0,0,0,0,0,0,0,0,0,24,14,10,16,12,4,0,0,0,0,0,0,0,0,0,16,12,4,16,12,4,0,0,0,0,0,0,0,0,0,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18,37
New Komorah,Shella,"Shella C & RD, Sohra",278872,113,480,260,220,82,45,37,0,0,0,304,171,133,279,160,119,201,100,101,177,136,41,169,132,37,2,2,0,11,7,4,0,0,0,156,123,33,8,4,4,0,0,0,2,1,1,0,0,0,6,3,3,8,4,4,0,0,0,2,1,1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,124,179
Diengkain,Shella,"Shella C & RD, Sohra",278874,16,101,51,50,22,11,11,0,0,0,64,30,34,29,18,11,72,33,39,27,24,3,13,12,1,10,10,0,0,0,0,2,1,1,1,1,0,14,12,2,0,0,0,2,2,0,0,0,0,12,10,2,12,10,2,0,0,0,1,1,0,0,0,0,11,9,2,2,2,2,0,0,0,1,1,0,0,0,0,1,1,0,74,27,47
Hat Thymmai,Pynursla,Pynursla,279041,44,218,124,94,45,27,18,0,0,0,168,83,85,128,86,42,90,38,52,94,80,14,84,79,5,0,0,0,0,0,0,0,0,0,84,79,5,10,1,9,0,0,0,0,0,0,0,0,0,10,1,9,10,1,9,0,0,0,0,0,0,0,0,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,44,80
Rasong,Pynursla,Pynursla,278445,83,421,210,211,96,48,48,0,0,0,421,210,211,194,85,109,227,125,102,259,137,122,229,120,109,210,111,99,9,4,5,0,0,0,10,5,5,30,17,13,20,12,8,7,3,4,0,0,0,3,2,1,24,11,13,16,8,8,6,2,4,0,0,0,2,1,1,6,6,6,4,4,0,1,1,0,0,0,0,1,1,0,162,73,89
Thiepksai,Pynursla,Pynursla,279030,18,78,38,40,22,13,9,0,0,0,78,38,40,51,25,26,27,13,14,30,14,16,30,14,16,0,0,0,1,0,1,0,0,0,29,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,24
Nashain,Pynursla,Pynursla,278985,15,68,30,38,15,3,12,0,0,0,68,30,38,37,20,17,31,10,21,27,16,11,22,15,7,0,0,0,5,3,2,0,0,0,17,12,5,5,1,4,0,0,0,0,0,0,1,0,1,4,1,3,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,41,14,27
Ryngkumukh,Mawsynram,Mawsynram,278756,19,104,50,54,29,12,17,0,0,0,82,37,45,26,17,9,78,33,45,42,22,20,8,7,1,3,3,0,0,0,0,0,0,0,5,4,1,34,15,19,0,0,0,34,15,19,0,0,0,0,0,0,34,15,19,0,0,0,34,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,34
Lympung Shyrngan,Pynursla,Pynursla,279010,46,252,131,121,39,23,16,0,0,0,252,131,121,178,89,89,74,42,32,81,52,29,79,52,27,1,1,0,59,41,18,0,0,0,19,10,9,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,79,92
Laitumsaw,Mawsynram,Mawsynram,278714,58,293,149,144,66,34,32,0,0,0,289,148,141,215,110,105,78,39,39,106,72,34,45,29,16,15,15,0,1,1,0,0,0,0,29,13,16,61,43,18,2,1,1,36,25,11,0,0,0,23,17,6,37,25,12,2,1,1,28,19,9,0,0,0,7,5,2,24,18,18,0,0,0,8,6,2,0,0,0,16,12,4,187,77,110
Telsora,Mawsynram,Mawsynram,278746,32,190,94,96,46,17,29,0,0,0,190,94,96,77,46,31,113,48,65,77,40,37,70,38,32,21,9,12,30,17,13,3,1,2,16,11,5,7,2,5,0,0,0,6,1,5,0,0,0,1,1,0,5,1,4,0,0,0,5,1,4,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,113,54,59
Pyrjat,Pynursla,Pynursla,279027,2,13,8,5,2,1,1,0,0,0,13,8,5,9,6,3,4,2,2,8,7,1,8,7,1,0,0,0,6,5,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
Kyrdoh,Mawsynram,Mawsynram,278755,187,907,450,457,190,103,87,0,0,0,881,436,445,481,256,225,426,194,232,314,212,102,126,89,37,35,19,16,6,5,1,1,0,1,84,65,19,188,123,65,86,78,8,98,44,54,0,0,0,4,1,3,181,123,58,86,78,8,91,44,47,0,0,0,4,1,3,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,593,238,355
Umkrem,Pynursla,Pynursla,279054,116,612,291,321,105,45,60,0,0,0,606,287,319,447,213,234,165,78,87,279,159,120,255,143,112,2,2,0,44,20,24,2,2,0,207,119,88,24,16,8,0,0,0,13,9,4,0,0,0,11,7,4,18,10,8,0,0,0,10,6,4,0,0,0,8,4,4,6,6,6,0,0,0,3,3,0,0,0,0,3,3,0,333,132,201
Nongjri War,Shella,Pynursla C & RD,279035,119,680,338,342,153,84,69,1,1,0,675,335,340,425,216,209,255,122,133,308,169,139,299,168,131,2,1,1,0,0,0,0,0,0,297,167,130,9,1,8,0,0,0,0,0,0,0,0,0,9,1,8,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,372,169,203
Hat Mawdon,Mawsynram,Mawsynram,278754,36,178,92,86,41,22,19,0,0,0,178,92,86,112,60,52,66,32,34,88,42,46,46,40,6,13,13,0,12,11,1,0,0,0,21,16,5,42,2,40,14,2,12,10,0,10,0,0,0,18,0,18,39,1,38,12,1,11,10,0,10,0,0,0,17,0,17,3,1,1,2,1,1,0,0,0,0,0,0,1,0,1,90,50,40
Nongjri Tluh,Shella,Pynursla C & RD,279001,209,1101,524,577,212,112,100,0,0,0,1098,523,575,743,349,394,358,175,183,495,268,227,457,258,199,1,0,1,0,0,0,0,0,0,456,258,198,38,10,28,0,0,0,0,0,0,0,0,0,38,10,28,35,10,25,0,0,0,0,0,0,0,0,0,35,10,25,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,606,256,350
Mawryngkang,Pynursla,Pynursla,278614,75,438,220,218,99,47,52,0,0,0,435,218,217,116,65,51,322,155,167,117,86,31,6,3,3,0,0,0,4,2,2,0,0,0,2,1,1,111,83,28,11,9,2,97,72,25,0,0,0,3,2,1,34,29,5,2,2,0,29,25,4,0,0,0,3,2,1,77,54,54,9,7,2,68,47,21,0,0,0,0,0,0,321,134,187
Hapkata,Mawsynram,Mawsynram,278688,9,46,21,25,7,2,5,0,0,0,46,21,25,16,8,8,30,13,17,26,12,14,13,12,1,6,6,0,3,2,1,0,0,0,4,4,0,13,0,13,3,0,3,5,0,5,2,0,2,3,0,3,13,0,13,3,0,3,5,0,5,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,11
Dangar,Mawsynram,Mawsynram,278718,69,356,185,171,55,31,24,7,3,4,314,163,151,250,139,111,106,46,60,134,86,48,84,65,19,2,2,0,1,1,0,0,0,0,81,62,19,50,21,29,1,0,1,3,0,3,0,0,0,46,21,25,14,11,3,0,0,0,0,0,0,0,0,0,14,11,3,36,10,10,1,0,1,3,0,3,0,0,0,32,10,22,222,99,123
Dombah,Mawsynram,Mawsynram,278712,11,44,22,22,11,4,7,0,0,0,43,21,22,29,16,13,15,6,9,21,12,9,21,12,9,1,1,0,10,7,3,0,0,0,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,13
Korblang,Pynursla,Pynursla,279006,77,434,213,221,78,42,36,0,0,0,432,211,221,312,156,156,122,57,65,182,97,85,164,91,73,0,0,0,0,0,0,56,0,56,108,91,17,18,6,12,0,0,0,0,0,0,7,0,7,11,6,5,8,3,5,0,0,0,0,0,0,2,0,2,6,3,3,10,3,3,0,0,0,0,0,0,5,0,5,5,3,2,252,116,136
Pashum,Pynursla,Pynursla,279016,42,273,132,141,46,17,29,0,0,0,273,132,141,192,94,98,81,38,43,122,73,49,53,40,13,1,1,0,50,38,12,0,0,0,2,1,1,69,33,36,0,0,0,69,33,36,0,0,0,0,0,0,44,29,15,0,0,0,44,29,15,0,0,0,0,0,0,25,4,4,0,0,0,25,4,21,0,0,0,0,0,0,151,59,92
Kharprah,Mawsynram,Mawsynram,278748,25,104,57,47,26,15,11,0,0,0,104,57,47,78,42,36,26,15,11,46,25,21,45,25,20,42,24,18,0,0,0,0,0,0,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,32,26
Nohwet,Pynursla,Pynursla,279008,366,1996,969,1027,347,170,177,0,0,0,1981,960,1021,1456,710,746,540,259,281,911,472,439,810,459,351,0,0,0,395,207,188,1,1,0,414,251,163,101,13,88,0,0,0,7,0,7,4,1,3,90,12,78,72,4,68,0,0,0,7,0,7,4,1,3,61,3,58,29,9,9,0,0,0,0,0,0,0,0,0,29,9,20,1085,497,588
Khliehriat,Mawsynram,Mawsynram,278711,22,104,50,54,27,12,15,0,0,0,101,48,53,71,37,34,33,13,20,32,26,6,32,26,6,19,15,4,12,10,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,24,48
Mawryngkhong,Shella,"Shella C & RD, Sohra",278839,49,255,130,125,40,18,22,0,0,0,255,130,125,205,109,96,50,21,29,98,66,32,95,66,29,18,4,14,0,0,0,0,0,0,77,62,15,3,0,3,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,157,64,93
Nongjri Nongbah,Shella,Pynursla C & RD,279002,105,596,287,309,102,54,48,0,0,0,592,286,306,438,207,231,158,80,78,231,149,82,225,148,77,3,2,1,2,2,0,1,1,0,219,143,76,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,138,227
Jyllep,Mawsynram,Mawsynram,278709,44,212,108,104,42,23,19,0,0,0,210,107,103,161,81,80,51,27,24,79,51,28,61,37,24,11,11,0,0,0,0,0,0,0,50,26,24,18,14,4,0,0,0,12,10,2,0,0,0,6,4,2,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,8,4,4,0,0,0,2,0,2,0,0,0,6,4,2,133,57,76
Nongeitniang,Pynursla,Pynursla,279048,58,366,173,193,58,17,41,0,0,0,366,173,193,270,134,136,96,39,57,138,92,46,133,90,43,0,0,0,83,54,29,0,0,0,50,36,14,5,2,3,0,0,0,5,2,3,0,0,0,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,228,81,147
Jasier,Shella,"Shella C & RD, Sohra",278842,29,148,64,84,25,12,13,0,0,0,147,63,84,114,49,65,34,15,19,42,27,15,37,23,14,4,4,0,0,0,0,0,0,0,33,19,14,5,4,1,1,1,0,0,0,0,0,0,0,4,3,1,5,4,1,1,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,37,69
Riwai,Pynursla,Pynursla,279031,78,438,224,214,83,40,43,0,0,0,437,223,214,290,149,141,148,75,73,140,103,37,134,101,33,0,0,0,119,96,23,1,1,0,14,4,10,6,2,4,1,0,1,5,2,3,0,0,0,0,0,0,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,298,121,177
Tynriang,Shella,Pynursla C & RD,279033,65,341,171,170,76,36,40,0,0,0,341,171,170,187,88,99,154,83,71,142,88,54,113,76,37,4,3,1,0,0,0,0,0,0,109,73,36,29,12,17,0,0,0,1,1,0,0,0,0,28,11,17,22,10,12,0,0,0,1,1,0,0,0,0,21,9,12,7,2,2,0,0,0,0,0,0,0,0,0,7,2,5,199,83,116
Sohlong,Pynursla,Pynursla,279018,70,351,176,175,72,34,38,0,0,0,351,176,175,252,131,121,99,45,54,172,78,94,34,27,7,30,27,3,2,0,2,0,0,0,2,0,2,138,51,87,7,2,5,130,49,81,0,0,0,1,0,1,132,49,83,7,2,5,124,47,77,0,0,0,1,0,1,6,2,2,0,0,0,6,2,4,0,0,0,0,0,0,179,98,81
Mawdngiem,Mawsynram,Mawsynram,278676,16,69,38,31,20,11,9,0,0,0,69,38,31,48,26,22,21,12,9,30,16,14,30,16,14,20,10,10,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,17
Dewsawlia,Mawsynram,Mawsynram,278725,67,343,172,171,61,33,28,0,0,0,343,172,171,277,137,140,66,35,31,128,86,42,122,82,40,29,24,5,55,31,24,2,1,1,36,26,10,6,4,2,3,1,2,1,1,0,0,0,0,2,2,0,6,4,2,3,1,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,86,129
Mawdang,Pynursla,Pynursla,279004,137,782,395,387,153,67,86,0,0,0,781,394,387,536,288,248,246,107,139,379,201,178,290,169,121,7,4,3,173,96,77,7,0,7,103,69,34,89,32,57,2,0,2,31,10,21,2,0,2,54,22,32,29,8,21,2,0,2,13,4,9,2,0,2,12,4,8,60,24,24,0,0,0,18,6,12,0,0,0,42,18,24,403,194,209
Mawlynnong,Pynursla,Pynursla,279032,77,414,204,210,80,47,33,0,0,0,401,197,204,313,146,167,101,58,43,180,99,81,177,99,78,3,1,2,34,23,11,0,0,0,140,75,65,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,105,129
Ramsong Katanor,Shella,"Shella C & RD, Sohra",278843,29,148,78,70,27,19,8,0,0,0,148,78,70,108,52,56,40,26,14,51,32,19,45,32,13,12,4,8,0,0,0,0,0,0,33,28,5,6,0,6,3,0,3,0,0,0,1,0,1,2,0,2,5,0,5,2,0,2,0,0,0,1,0,1,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,97,46,51
Mawriang,Pynursla,Pynursla,279017,99,482,213,269,94,36,58,0,0,0,479,212,267,284,125,159,198,88,110,274,139,135,17,9,8,4,1,3,1,1,0,0,0,0,12,7,5,257,130,127,0,0,0,242,124,118,0,0,0,15,6,9,127,91,36,0,0,0,114,86,28,0,0,0,13,5,8,130,39,39,0,0,0,128,38,90,0,0,0,2,1,1,208,74,134
Lapalang,Pynursla,Pynursla,278288,895,4292,2156,2136,536,288,248,48,18,30,1636,788,848,3282,1706,1576,1010,450,560,1379,1032,347,1340,1012,328,8,3,5,8,5,3,65,60,5,1259,944,315,39,20,19,0,0,0,1,0,1,2,1,1,36,19,17,35,18,17,0,0,0,1,0,1,1,1,0,33,17,16,4,2,2,0,0,0,0,0,0,1,0,1,3,2,1,2913,1124,1789
Mustoh,Shella,"Shella C & RD, Sohra",278834,104,451,236,215,83,41,42,0,0,0,447,234,213,360,194,166,91,42,49,170,115,55,152,110,42,1,0,1,1,1,0,0,0,0,150,109,41,18,5,13,0,0,0,1,0,1,0,0,0,17,5,12,18,5,13,0,0,0,1,0,1,0,0,0,17,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,121,160
Wahkdait,Pynursla,Pynursla,278983,156,879,423,456,176,104,72,0,0,0,876,422,454,550,246,304,329,177,152,351,201,150,146,97,49,37,24,13,49,45,4,0,0,0,60,28,32,205,104,101,0,0,0,202,103,99,0,0,0,3,1,2,99,79,20,0,0,0,96,78,18,0,0,0,3,1,2,106,25,25,0,0,0,106,25,81,0,0,0,0,0,0,528,222,306
Pyndensohsaw,Mawsynram,Mawsynram,278666,142,804,408,396,171,93,78,0,0,0,802,407,395,602,304,298,202,104,98,224,171,53,223,170,53,49,36,13,152,117,35,0,0,0,22,17,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,237,343
ShnongKawar,Shella,"Shella C & RD, Sohra",278854,37,180,88,92,41,27,14,0,0,0,179,87,92,92,36,56,88,52,36,60,38,22,60,38,22,0,0,0,0,0,0,0,0,0,60,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,50,70
Thai,Pynursla,Pynursla,279047,15,69,35,34,16,9,7,0,0,0,69,35,34,44,21,23,25,14,11,26,14,12,26,14,12,0,0,0,11,8,3,0,0,0,15,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,21,22
Nongnong,Shella,"Shella C & RD, Sohra",278835,12,79,39,40,14,5,9,0,0,0,79,39,40,64,33,31,15,6,9,20,15,5,20,15,5,0,0,0,0,0,0,0,0,0,20,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,24,35
Diengsiar,Shella,"Shella C & RD, Sohra",278890,83,448,242,206,118,64,54,6,4,2,370,190,180,162,106,56,286,136,150,138,109,29,23,21,2,7,7,0,1,1,0,0,0,0,15,13,2,115,88,27,0,0,0,11,8,3,3,1,2,101,79,22,95,77,18,0,0,0,7,7,0,3,1,2,85,69,16,20,11,11,0,0,0,4,1,3,0,0,0,16,10,6,310,133,177
Umniuh Iarbniaw,Shella,Pynursla C & RD,278990,174,795,390,405,161,86,75,0,0,0,793,389,404,477,235,242,318,155,163,302,192,110,280,187,93,17,12,5,65,48,17,0,0,0,198,127,71,22,5,17,0,0,0,16,4,12,0,0,0,6,1,5,22,5,17,0,0,0,16,4,12,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,198,295
Nongwar,Shella,"Shella C & RD, Sohra",278832,117,562,266,296,83,41,42,0,0,0,561,266,295,472,223,249,90,43,47,184,126,58,140,99,41,75,58,17,13,10,3,0,0,0,52,31,21,44,27,17,1,1,0,5,5,0,0,0,0,38,21,17,43,26,17,1,1,0,5,5,0,0,0,0,37,20,17,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,378,140,238
Duba,Shella,"Shella C & RD, Sohra",278840,9,44,22,22,7,5,2,0,0,0,44,22,22,34,17,17,10,5,5,14,11,3,9,7,2,0,0,0,0,0,0,0,0,0,9,7,2,5,4,1,1,1,0,0,0,0,0,0,0,4,3,1,5,4,1,1,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,19
Pomblang,Mawsynram,Mawsynram,278713,79,403,202,201,78,34,44,0,0,0,392,197,195,319,162,157,84,40,44,129,99,30,107,79,28,31,27,4,1,1,0,0,0,0,75,51,24,22,20,2,0,0,0,14,14,0,0,0,0,8,6,2,16,15,1,0,0,0,14,14,0,0,0,0,2,1,1,6,5,5,0,0,0,0,0,0,0,0,0,6,5,1,274,103,171
Lad Sohbar,Shella,"Shella C & RD, Sohra",278848,27,146,83,63,27,19,8,0,0,0,146,83,63,93,47,46,53,36,17,62,44,18,55,41,14,0,0,0,0,0,0,0,0,0,55,41,14,7,3,4,0,0,0,0,0,0,0,0,0,7,3,4,5,1,4,0,0,0,0,0,0,0,0,0,5,1,4,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,84,39,45
Sohbar,Shella,"Shella C & RD, Sohra",278849,193,1072,532,540,182,88,94,0,0,0,1060,529,531,585,284,301,487,248,239,406,267,139,400,263,137,2,0,2,0,0,0,1,0,1,397,263,134,6,4,2,0,0,0,0,0,0,0,0,0,6,4,2,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,666,265,401
